,rating,reviewText,categories,gPlusPlaceId,unixReviewTime,reviewTime,language,name,address,closed,gps,translated,top_category,relevant_cat,cat_cluster,sentiment,charged_words,price_words,Class_$$,Class_$$$
4590,4.0,"Great variety of food available, most of which is absolutely delicious. With their very reasonable prices it's worth being adventurous and trying the dishes yo've never heard of. The staff are very attentive, and the dishes are constantly circulating so you never have an empty bowl for long. A great lunch to couple with a show.","['Chinese Restaurant', 'Asian Restaurant']",116898302698186432515,2013-09-13 12:30:17,2013-09-13,en,New World,"['1 Gerrard Pl', 'London', 'W1D 5PA, United Kingdom']",False,"[51.51239, -0.130316]","Great variety of food available, most of which is absolutely delicious. With their very reasonable prices it's worth being adventurous and trying the dishes yo've never heard of. The staff are very attentive, and the dishes are constantly circulating so you never have an empty bowl for long. A great lunch to couple with a show.",Chinese Restaurant,True,,"{'neg': 0.0, 'neu': 0.734, 'pos': 0.266, 'compound': 0.9523}","['Great', 'delicious.', 'worth', 'adventurous', 'empty', 'great']","['price', 'worth']",0,1
4601,5.0,Excellent restaurant.,"['Nicaraguan Restaurant', 'Latin American Restaurant', 'Steak House']",114407663862333461774,2012-12-08 13:55:57,2012-12-08,en,El Novillo Restaurant,"['6830 Bird Rd', 'Miami, FL 33155']",False,"[25.733202, -80.305344]",Excellent restaurant.,Nicaraguan Restaurant,True,,"{'neg': 0.0, 'neu': 0.213, 'pos': 0.787, 'compound': 0.5719}",['Excellent'],[],1,0
4615,4.0,,"['American Restaurant', 'Bistro', 'Wine Bar']",103916354808020702504,2012-05-31 04:37:41,2012-05-30,en,36th Street Bistro,"['3823 N Garden Center Way', 'Boise, ID 83703']",False,"[43.654809, -116.234206]",,American Restaurant,True,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",[],[],1,0
4657,5.0,A great place to stop for lunch that greatly exceeded my expectations.    Food was very good and affordable.  More authentic than most and their sauces are bomb.,"['Latin American Restaurant', 'Mexican Restaurant']",103669556658040935303,2012-08-31 17:11:27,2012-08-31,en,Burrito Express,"['2325 Powder Springs Rd SW', 'Marietta, GA 30064']",True,"[33.881666, -84.619573]",A great place to stop for lunch that greatly exceeded my expectations.    Food was very good and affordable.  More authentic than most and their sauces are bomb.,Latin American Restaurant,True,,"{'neg': 0.151, 'neu': 0.644, 'pos': 0.204, 'compound': 0.4391}","['great', 'stop', 'good', 'bomb.']",['affordable'],0,1
4660,5.0,Excellent food and cheerful service.  Recommended to all.,"['Mexican Restaurant', 'Latin American Restaurant']",106839079139682788048,2012-06-17 14:33:35,2012-06-17,en,Chepe's Mexican Grill,"['3120 Mathis Airport Pkwy', 'Suwanee, GA 30024']",True,"[34.111358, -84.154052]",Excellent food and cheerful service.  Recommended to all.,Mexican Restaurant,True,,"{'neg': 0.0, 'neu': 0.357, 'pos': 0.643, 'compound': 0.8402}","['Excellent', 'cheerful', 'Recommended']",[],0,1
4665,5.0,Food is exceptional. Extremely fast service.,"['Cafe', 'Chinese Restaurant', 'Sushi Restaurant']",116443709580404205747,2012-11-06 18:11:00,2012-11-06,en,Oriental Cafe,"['2860 East - West Conn #101', 'Austell, GA 30106']",False,"[33.866955, -84.626974]",Food is exceptional. Extremely fast service.,Cafe,True,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[],[],1,0
4674,4.0,"Great food, but they change locations. Now they're on Gentile street",['American Restaurant'],113892346223560487199,2013-03-19 21:57:36,2013-03-19,en,Sill's Cafe,"['335 E Gentile St', 'Layton, UT 84041']",False,"[41.06017, -111.959435]","Great food, but they change locations. Now they're on Gentile street",American Restaurant,True,,"{'neg': 0.0, 'neu': 0.797, 'pos': 0.203, 'compound': 0.3716}",['Great'],[],1,0
4675,2.0,I'll never go back. I found bugs in mine and my wife's food. There excuse was that they forgot to wash the garnish. They probably forget to wash their hands we'll never go back.,"['Pizza Restaurant', 'European Restaurant', 'Italian Restaurant']",114131677891531854036,2013-03-19 22:01:23,2013-03-19,en,Iggy's Sports Grill,"['802 W 1425 N', 'Layton, UT 84041']",False,"[41.080868, -111.980762]",I'll never go back. I found bugs in mine and my wife's food. There excuse was that they forgot to wash the garnish. They probably forget to wash their hands we'll never go back.,Pizza Restaurant,True,,"{'neg': 0.054, 'neu': 0.909, 'pos': 0.037, 'compound': -0.1531}","['excuse', 'forget']",[],1,0
4699,5.0,"I'm a truck driver. While waiting several hours for a pick-up at the plant across the road, I walked over and ordered a small pizza. It was great. Slightly crispy thin crust, and lots of toppings, made to order. One of the best thin crust pizzas I ever had.","['European Restaurant', 'Italian Restaurant', 'Pizza Restaurant']",115910016503787078456,2014-02-21 16:26:16,2014-02-21,en,Pizza Oven,"['221 E Breitung Ave', 'Kingsford, MI 49802']",False,"[45.796866, -88.069807]","I'm a truck driver. While waiting several hours for a pick-up at the plant across the road, I walked over and ordered a small pizza. It was great. Slightly crispy thin crust, and lots of toppings, made to order. One of the best thin crust pizzas I ever had.",European Restaurant,True,,"{'neg': 0.0, 'neu': 0.85, 'pos': 0.15, 'compound': 0.8519}","['great.', 'best']",[],1,0
4714,2.0,"So frustrating when you enjoy the food at a restaurant but the service makes you never want to go back again!  Our server disappeared for 15-20 minutes at a time on a regular basis, which baffled me especially when people at our table had just asked for menus to order more.  And we weren't there during busy ""dinner hours""...we sat down at 8pm and the restaurant was 1/3 empty.  We had to ask other servers to go and find ours in the back multiple times, and when she did return she was not apologetic whatsoever but acted put-off.  Poor service really makes the meal feel overpriced.","['Steak House', 'American Restaurant']",105835712698516968434,2011-09-23 02:37:45,2011-09-22,en,Grillsmith,"['2539 Countryside Blvd #6', 'Clearwater, FL 33761']",False,"[28.014482, -82.733777]","So frustrating when you enjoy the food at a restaurant but the service makes you never want to go back again!  Our server disappeared for 15-20 minutes at a time on a regular basis, which baffled me especially when people at our table had just asked for menus to order more.  And we weren't there during busy ""dinner hours""...we sat down at 8pm and the restaurant was 1/3 empty.  We had to ask other servers to go and find ours in the back multiple times, and when she did return she was not apologetic whatsoever but acted put-off.  Poor service really makes the meal feel overpriced.",Steak House,True,,"{'neg': 0.108, 'neu': 0.873, 'pos': 0.018, 'compound': -0.8527}","['frustrating', 'enjoy', 'want', 'disappeared', 'empty.', 'Poor']","['price', 'overprice', 'fee', 'overpriced']",1,0
4719,5.0,"I love Tara Thai! My husband and I probably go to Tara about once a week, on average.  They have the best Happy Hour in the area, and they are awesome at making drinks.  The food is absolutely delicious!  I can't rave enough about the: Green Curry, Panang, Pattaya noodles, sea food madness, tom klong gong soup, and many more!   If you're there for happy hour, get the calamari!  The quality of the squid is top-notch, and the unique sauce is great!  The customer service is phenomenal, especially for regulars.  Everyone truly cares and wants the customer to have a good experience, and the manager is great.   My only minor complaint is that, personally, I like my thai food to be a little bit spicier than how they make it (but I'm a head-addict when it comes to food).. but I just ask for the spice tray and add more spice.. works perfectly!  Can't stress enough how yummy and enjoyable this place is!  My advice: Make this your ""cheers bar"" and eat up!","['Thai Restaurant', 'Asian Restaurant', 'Southeast Asian Restaurant']",109422759644846782893,2013-07-08 20:52:41,2013-07-08,en,Tara Thai,"['7501 Leesburg Pike', 'Falls Church, VA 22043']",False,"[38.902627, -77.203669]","I love Tara Thai! My husband and I probably go to Tara about once a week, on average.  They have the best Happy Hour in the area, and they are awesome at making drinks.  The food is absolutely delicious!  I can't rave enough about the: Green Curry, Panang, Pattaya noodles, sea food madness, tom klong gong soup, and many more!   If you're there for happy hour, get the calamari!  The quality of the squid is top-notch, and the unique sauce is great!  The customer service is phenomenal, especially for regulars.  Everyone truly cares and wants the customer to have a good experience, and the manager is great.   My only minor complaint is that, personally, I like my thai food to be a little bit spicier than how they make it (but I'm a head-addict when it comes to food).. but I just ask for the spice tray and add more spice.. works perfectly!  Can't stress enough how yummy and enjoyable this place is!  My advice: Make this your ""cheers bar"" and eat up!",Thai Restaurant,True,,"{'neg': 0.017, 'neu': 0.74, 'pos': 0.243, 'compound': 0.9928}","['love', 'best', 'Happy', 'awesome', 'delicious!', 'madness,', 'happy', 'great!', 'truly', 'cares', 'good', 'great.', 'complaint', 'like', 'perfectly!', 'stress', 'yummy', 'enjoyable', '""cheers']",[],1,0
4720,5.0,"Sea Pearl is amazing.  The decor is so elegant and well done.  It's certainly one of the prettiest restaurants around.  They are a little pricey, which is fair/understandable since the food is phenomenal and the decor is so lovely.  If you still want the experience, but yo're watching your budget.. hit up Happy Hour!  They have a cute lounge and really affordable specials... $4 sushi rolls (generous portions) and $1 oysters... their calamari is great and their mussels are the best I've ever had. The sushi is the best tasting I've ever eaten, also.  I DEFINITELY recommend the rainbow roll.  Their sea food is amazing, though I've never tried the meat/poultry.  Only complaint: their mixed drinks have been weak every time I've gotten one, which is a personal pet peeve of mine.. No one wants to pay top dollar for a glass full of club soda!   suggestion: If you can, go after dark when the place lights up.. that's when the decor is the most striking!","['Seafood Restaurant', 'Asian Restaurant']",110389378906438723806,2013-07-08 20:20:30,2013-07-08,en,Sea Pearl Restaurant & Lounge,"['Ste. 2', '8191 Strawberry Ln', 'Falls Church, VA 22042']",False,"[38.871874, -77.227892]","Sea Pearl is amazing.  The decor is so elegant and well done.  It's certainly one of the prettiest restaurants around.  They are a little pricey, which is fair/understandable since the food is phenomenal and the decor is so lovely.  If you still want the experience, but yo're watching your budget.. hit up Happy Hour!  They have a cute lounge and really affordable specials... $4 sushi rolls (generous portions) and $1 oysters... their calamari is great and their mussels are the best I've ever had. The sushi is the best tasting I've ever eaten, also.  I DEFINITELY recommend the rainbow roll.  Their sea food is amazing, though I've never tried the meat/poultry.  Only complaint: their mixed drinks have been weak every time I've gotten one, which is a personal pet peeve of mine.. No one wants to pay top dollar for a glass full of club soda!   suggestion: If you can, go after dark when the place lights up.. that's when the decor is the most striking!",Seafood Restaurant,True,,"{'neg': 0.051, 'neu': 0.666, 'pos': 0.283, 'compound': 0.9947}","['amazing.', 'elegant', 'well', 'certainly', 'prettiest', 'lovely.', 'want', 'Happy', 'cute', '(generous', 'great', 'best', 'best', 'DEFINITELY', 'recommend', 'amazing,', 'complaint:', 'weak', 'No', 'pay', 'top']","['price', 'affordable', 'top dollar', 'pricey', 'budget']",1,0
4724,4.0,"Buenisimo... todo impecable... a veces se demoran un poco... ahntes tenían ketchup heinz, y ahora ya no... es el unoco punto maal...","['Restaurant', 'American Restaurant', 'Fast Food Restaurant']",107214394317982841244,2013-07-11 16:43:41,2013-07-11,es,Volcano Burgers,"['3652 Cerritos Ave', 'Los Alamitos, CA 90720']",False,"[33.810222, -118.068763]","Great... everything impeccable... sometimes they take a little while... they used to have Heinz ketchup, and now they don't... it's the only bad point...",Restaurant,True,,"{'neg': 0.118, 'neu': 0.743, 'pos': 0.139, 'compound': 0.1531}","['Great...', 'bad']",[],0,1
4736,5.0,,"['Pizza Restaurant', 'Salad Shop', 'Sandwich Shop']",101886386313691804212,2014-01-09 02:46:54,2014-01-08,en,Marye's Gourmet Pizza,"['3663 Bee Caves Rd', 'Austin, TX 78746']",False,"[30.278924, -97.807184]",,Pizza Restaurant,True,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",[],[],0,1
4741,3.0,,"['Restaurant', 'Pizza Restaurant']",109617810977973794927,2013-07-08 02:29:10,2013-07-07,en,Pizza Hut,"['Avenida das Américas, 5000 - Barra', 'RJ', 'Brazil']",False,"[-23.02127, -43.496864]",,Restaurant,True,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",[],[],0,1
4742,4.0,"The steaks are cooked to perfection - I've been here three times and never had a bad meal. Wines are reasonably priced, and the venue itself is convenient on the harbour. Don't forget the restaurant accepts the Entertainment Card for a 25% discount - can't go past that!! Order the zucchini slices as a side :)",['Steak House'],101062967599377914567,2013-06-29 05:11:22,2013-06-28,en,I'M Angus Steakhouse,"['Cockle Bay Wharf', 'Sussex St', 'Sydney Cove NSW 2000, Australia']",False,"[-33.871686, 151.202331]","The steaks are cooked to perfection - I've been here three times and never had a bad meal. Wines are reasonably priced, and the venue itself is convenient on the harbour. Don't forget the restaurant accepts the Entertainment Card for a 25% discount - can't go past that!! Order the zucchini slices as a side :)",Steak House,True,,"{'neg': 0.0, 'neu': 0.747, 'pos': 0.253, 'compound': 0.9423}","['perfection', 'bad', 'forget', 'accepts', 'Entertainment', ':)']","['price', 'discount']",1,0
4746,5.0,OMG roti to ABSOLUTELY DIE FOR!!!!!!!! An affordable snack until late in to the night or make a full lunch of it. Also try the Cham.. a combo of tea and coffee for that extra hit. If you get to wait by the front door make sure you spend some time watching the guys make the roti at the front!,['Malaysian Restaurant'],102622199325977722368,2013-06-29 05:02:56,2013-06-28,en,Mamak (Haymarket),"['15 Goulburn St', 'Sydney NSW 2000', 'Australia']",False,"[-33.877722, 151.20422]",OMG roti to ABSOLUTELY DIE FOR!!!!!!!! An affordable snack until late in to the night or make a full lunch of it. Also try the Cham.. a combo of tea and coffee for that extra hit. If you get to wait by the front door make sure you spend some time watching the guys make the roti at the front!,Malaysian Restaurant,True,,"{'neg': 0.102, 'neu': 0.864, 'pos': 0.034, 'compound': -0.7599}","['DIE', 'sure']","['fee', 'affordable']",0,1
4749,4.0,The bakery is the ideal stop for a yum cha or bun breakfast when working your way from Central station through to Darling Harbour,['Chinese Restaurant'],109269663608349616305,2013-06-29 04:39:53,2013-06-28,en,Emperor Garden Restaurant,"['96-100 Hay St', 'Haymarket NSW 2000', 'Australia']",False,"[-33.880459, 151.204138]",The bakery is the ideal stop for a yum cha or bun breakfast when working your way from Central station through to Darling Harbour,Chinese Restaurant,True,,"{'neg': 0.072, 'neu': 0.691, 'pos': 0.237, 'compound': 0.7184}","['ideal', 'stop', 'Darling']",['deal'],1,0
4753,4.0,"It can seem a little out of the way, but its a very lovely spot to visit for lunch or dinner. You can choose from the regular Wagamama menu but the people watching outside is very much worth the visit. Catch the train or ferry to circular quay and take a short stroll for a very yummy meal! Try the smoothies!!!","['Asian Restaurant', 'Japanese Restaurant']",118319391754495796663,2013-06-29 05:09:05,2013-06-28,en,wagamama bridge street,"['38 Bridge St', 'Sydney NSW 2000', 'Australia']",True,"[-33.863361, 151.210657]","It can seem a little out of the way, but its a very lovely spot to visit for lunch or dinner. You can choose from the regular Wagamama menu but the people watching outside is very much worth the visit. Catch the train or ferry to circular quay and take a short stroll for a very yummy meal! Try the smoothies!!!",Asian Restaurant,True,,"{'neg': 0.0, 'neu': 0.799, 'pos': 0.201, 'compound': 0.9486}","['lovely', 'worth', 'yummy']",['worth'],1,0
4756,4.0,Best place to eat amazing Indian Moghlai food in entire Lakeland /Tampa /Orlando area.,"['Asian Restaurant', 'South Asian Restaurant', 'Indian Restaurant']",116712670566429586688,2013-02-02 10:34:24,2013-02-02,en,Cafe Roti,"['200 Parkview Pl', 'Lakeland, FL 33805']",False,"[28.062643, -81.956482]",Best place to eat amazing Indian Mughlai food in entire Lakeland /Tampa /Orlando area.,Asian Restaurant,True,,"{'neg': 0.0, 'neu': 0.6, 'pos': 0.4, 'compound': 0.8402}","['Best', 'amazing']",[],1,0
